Date,Close,High,Low,Open,Volume
2015-01-02,27.52903175354004,27.831581318802193,27.270975769790905,27.674374624388243,663000
2015-01-05,27.009950637817383,27.463774974848917,27.001051921727758,27.413351180016445,619500
2015-01-06,26.40781593322754,27.054441766673698,26.33069599711457,27.02774562082395,1123800
2015-01-07,26.668842315673828,26.78748904014628,26.401887609924966,26.559094307693886,721200
2015-01-08,27.460813522338867,27.505305411451737,26.938766191561257,26.938766191561257,633000
2015-01-09,27.475637435913086,27.585385426703514,27.14639176628544,27.570554800624414,420900
2015-01-12,26.947668075561523,27.357000631980668,26.81715750047289,27.357000631980668,572400
2015-01-13,26.68366813659668,27.47563504154789,26.547222315144268,27.143422596752544,520800
2015-01-14,26.532394409179688,26.796382256156832,26.259506150280387,26.42561153044544,1241700
2015-01-15,26.321800231933594,26.88537258407125,26.30103769211658,26.740029713582388,663000
2015-01-16,26.609521865844727,26.645115037318682,26.11713749678159,26.229852318086504,876900
2015-01-20,26.885374069213867,26.98325825645101,26.541299406059085,26.745964800048856,395400
2015-01-21,27.190889358520508,27.309536081936614,26.719267572156106,26.83494918827219,433500
2015-01-22,27.35403060913086,27.37775995610632,26.662912741999207,27.167162638170378,1371300
2015-01-23,27.282838821411133,27.40741745160955,27.149361475161896,27.23241332954199,564600
2015-01-26,27.333261489868164,27.395550798533144,27.021813249286886,27.223511801415746,353700
2015-01-27,26.846817016601562,27.098941129311903,26.680711579041834,26.983261193196988,1060800
2015-01-28,26.719268798828125,27.434115976699765,26.70147136518448,27.21758506005329,945900
2015-01-29,26.737064361572266,26.820116217336643,26.238748135216284,26.630281464439125,658200
2015-01-30,26.212051391601562,26.787487548945535,26.173491420451644,26.434514199760475,1456200
2015-02-02,26.2802677154541,26.363321251096508,25.731527808466186,26.259505180171605,927300
2015-02-03,26.74596405029297,26.757827874152166,26.354429009576783,26.392988983004116,631200
2015-02-04,26.846817016601562,27.036651802384114,26.66588094855968,26.674779666300346,1008000
2015-02-05,27.10783576965332,27.119701290608422,26.811218112855116,26.956560985329595,699000
2015-02-06,26.95952796936035,27.37182554761838,26.89130504224171,27.146395923280195,1006200
2015-02-09,26.674779891967773,26.92097039676252,26.606556954464466,26.92097039676252,1523400
2015-02-10,27.57648277282715,27.585381486654867,26.929857045147173,27.004011862207424,1259100
2015-02-11,27.665475845336914,27.76336002718695,27.48750491420169,27.579457184282305,965700
2015-02-12,28.10743522644043,28.11633394289857,27.748528249826254,27.748528249826254,935400
2015-02-13,28.306171417236328,28.38922498064338,28.06294603398444,28.234983375997473,737100
